,name,github_id,resource,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,labels,license,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,conda_dependent_project_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,licenses,apt_id
403,tyk,TykTechnologies/tyk,,api-proxies,https://github.com/TykTechnologies/tyk,https://github.com/TykTechnologies/tyk,2014-05-07 14:38:24.000000,2021-02-25 14:48:41.000000,2021-02-25 13:10:28.000000,764.0,349.0,1477.0,6033.0,3493.0,Tyk Open Source API Gateway written in Go.,76.0,22,True,,MPL-2.0,2021-01-28 14:49:42.000000,3.0.4,95.0,16662.0,213.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
404,vibora,vibora-io/vibora,,web-frameworks,https://github.com/vibora-io/vibora,https://github.com/vibora-io/vibora,2018-06-13 15:58:58.000000,2020-12-23 01:00:55.000000,2019-02-11 10:54:12.000000,307.0,147.0,55.0,5688.0,141.0,"Fast, asynchronous and elegant Python web framework.",28.0,22,False,,MIT,2017-09-04 00:40:01.000000,0.1.0,8.0,,332.0,,vibora,92.0,66.0,https://pypi.org/project/vibora,2018-06-16 04:25:57.000000,26.0,332.0,,,,3.0,,,,,,,,,,,,,,,,,,
405,python-slack-sdk,slackapi/python-slack-sdk,,third-party-apis,https://github.com/slackapi/python-slack-sdk,https://github.com/slackapi/python-slack-sdk,2014-11-10 21:32:02.000000,2021-02-24 23:19:57.000000,2021-02-24 23:19:57.000000,721.0,17.0,496.0,3072.0,,Slack Developer Kit for Python.,121.0,22,True,,MIT,2021-02-19 04:45:24.000000,3.4.0,58.0,308.0,92419.0,,slack-sdk,0.0,,https://pypi.org/project/slack-sdk,2021-02-19 04:37:17.000000,0.0,92414.0,,,,3.0,,,,,,,,,,,,,,,,,,
406,sslyze,nabla-c0d3/sslyze,,others,https://github.com/nabla-c0d3/sslyze,https://github.com/nabla-c0d3/sslyze,2014-08-18 04:33:30.000000,2021-02-22 05:25:50.000000,2021-02-22 05:25:15.000000,352.0,18.0,392.0,2409.0,,Fast and powerful SSL/TLS scanning library.,57.0,22,True,,AGPL-3.0,2021-02-22 05:20:03.000000,4.0.4,56.0,88744.0,31528.0,,sslyze,30.0,,https://pypi.org/project/sslyze,2021-02-22 05:17:46.000000,30.0,30376.0,,,,3.0,,,,,,,,,,,,,,,,,,
407,Gerapy,Gerapy/Gerapy,,web-scraping,https://github.com/Gerapy/Gerapy,https://github.com/Gerapy/Gerapy,2017-06-30 03:58:27.000000,2021-01-05 14:56:04.000000,2020-09-13 09:12:22.000000,508.0,48.0,113.0,2347.0,531.0,"Distributed Crawler Management Framework Based on Scrapy, Scrapyd, Django and Vue.js.",11.0,22,True,['django'],MIT,2020-08-27 05:24:50.000000,0.9.6,41.0,,235.0,,gerapy,113.0,105.0,https://pypi.org/project/gerapy,2020-08-27 05:23:56.000000,8.0,235.0,,,,3.0,,,,,,,,,,,,,,,,,,
408,aiortc,aiortc/aiortc,,others,https://github.com/aiortc/aiortc,https://github.com/aiortc/aiortc,2018-02-23 22:05:16.000000,2021-02-23 13:40:27.000000,2021-02-23 13:40:27.000000,366.0,48.0,329.0,2230.0,,WebRTC and ORTC implementation for Python using asyncio.,18.0,22,True,,BSD-3-Clause,2021-02-13 15:32:06.000000,1.1.2,42.0,,16054.0,,aiortc,12.0,,https://pypi.org/project/aiortc,2021-02-13 15:32:06.000000,12.0,16054.0,,,,3.0,,,,,,,,,,,,,,,,,,
409,flaskbb,flaskbb/flaskbb,,web-ui,https://github.com/flaskbb/flaskbb,https://github.com/flaskbb/flaskbb,2013-09-11 08:39:17.000000,2021-02-08 22:37:21.000000,2020-12-30 18:38:06.000000,500.0,32.0,279.0,1993.0,1791.0,A classic Forum Software in Python using Flask.,54.0,22,True,['flask'],BSD-3-Clause,2018-07-15 19:10:30.000000,2.0.2,4.0,,51.0,,FlaskBB,24.0,22.0,https://pypi.org/project/FlaskBB,2018-07-15 19:10:30.000000,2.0,51.0,,,,2.0,,,,,,,,,,,,,,,,,,
410,web2py,web2py/web2py,,web-frameworks,https://github.com/web2py/web2py,https://github.com/web2py/web2py,2008-11-07 06:08:58.000000,2021-02-03 08:01:58.000000,2021-02-03 08:01:57.000000,827.0,347.0,656.0,1925.0,8165.0,Free and open source full-stack enterprise framework for agile development of secure database-driven web-based..,245.0,22,True,,LGPL-3.0,2020-03-21 20:19:46.000000,2.19.1,24.0,,,,,38.0,38.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
411,sandman2,jeffknupp/sandman2,,others,https://github.com/jeffknupp/sandman2,https://github.com/jeffknupp/sandman2,2014-10-24 17:21:50.000000,2021-02-22 17:03:10.000000,2020-12-21 15:15:51.000000,174.0,19.0,52.0,1647.0,250.0,Automatically generate a RESTful API service for your legacy database. No code required!.,23.0,22,True,,Apache-2.0,2020-09-08 18:00:11.000000,1.2.3,28.0,,130.0,,sandman2,20.0,14.0,https://pypi.org/project/sandman2,2020-09-08 18:00:11.000000,6.0,130.0,,,,3.0,,,,,,,,,,,,,,,,,,
412,offlineimap,OfflineIMAP/offlineimap,,email,https://github.com/OfflineIMAP/offlineimap,https://github.com/OfflineIMAP/offlineimap,2012-07-23 15:28:58.000000,2020-09-06 11:25:39.000000,2020-04-10 23:09:25.000000,360.0,86.0,397.0,1597.0,2393.0,Read/sync your IMAP mailboxes (python2).,157.0,22,False,,libpng-2.0,2020-04-10 23:13:14.000000,7.3.3,39.0,,446.0,,offlineimap,23.0,11.0,https://pypi.org/project/offlineimap,2020-04-10 23:13:14.000000,12.0,446.0,,,,3.0,,,,,,,,,,,,,,,,,,
413,frontera,scrapinghub/frontera,,web-scraping,https://github.com/scrapinghub/frontera,https://github.com/scrapinghub/frontera,2014-11-22 15:42:50.000000,2020-08-07 20:18:38.000000,2019-11-29 15:30:27.000000,203.0,96.0,74.0,1143.0,923.0,A scalable frontier for web crawlers.,41.0,22,False,,BSD-3-Clause,2019-04-05 16:36:41.000000,0.8.1,22.0,,207.0,,frontera,51.0,27.0,https://pypi.org/project/frontera,2019-04-05 16:36:41.000000,24.0,207.0,,,,3.0,,,,,,,,,,,,,,,,,,
414,pyresttest,svanoort/pyresttest,,testing,https://github.com/svanoort/pyresttest,https://github.com/svanoort/pyresttest,2014-05-01 23:40:10.000000,2021-01-10 09:43:41.688000,2018-02-03 22:03:13.000000,317.0,131.0,114.0,1056.0,531.0,Python Rest Testing.,17.0,22,False,,Apache-2.0,2016-03-15 03:16:18.000000,1.7.1,14.0,,1511.0,conda-forge/pyresttest,pyresttest,88.0,63.0,https://pypi.org/project/pyresttest,2016-03-15 03:13:33.000000,25.0,691.0,https://anaconda.org/conda-forge/pyresttest,2021-01-10 09:43:41.688000,27068.0,3.0,,,,,,,,,,,,,,,,,,
415,django-watson,etianen/django-watson,,django-utils,https://github.com/etianen/django-watson,https://github.com/etianen/django-watson,2011-08-20 17:50:53.000000,2020-03-30 09:11:26.000000,2020-03-30 09:08:58.000000,112.0,15.0,189.0,886.0,430.0,"Full-text multi-table search application for Django. Easy to install and use, with good performance.",37.0,22,True,['django'],BSD-3-Clause,2020-03-30 09:11:26.000000,1.5.5,29.0,,5287.0,,django-watson,588.0,376.0,https://pypi.org/project/django-watson,2020-03-30 09:11:26.000000,212.0,5287.0,,,,3.0,,,,,,,,,,,,,,,,,,
416,django-summernote,summernote/django-summernote,,django-utils,https://github.com/summernote/django-summernote,https://github.com/summernote/django-summernote,2013-07-16 12:07:21.000000,2021-02-13 02:44:41.000000,2021-02-13 02:44:41.000000,198.0,36.0,273.0,796.0,,Simply integrate Summernote editor with Django project.,67.0,22,True,['django'],MIT,2019-12-22 21:30:56.000000,0.8.11.6,71.0,,11999.0,,django-summernote,452.0,,https://pypi.org/project/django-summernote,2019-12-22 21:30:11.000000,452.0,11999.0,,,,3.0,,,,,,,,,,,,,,,,,,
417,tartiflette,tartiflette/tartiflette,,graphql,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,2018-01-26 09:56:10.000000,2021-02-22 08:33:43.000000,2021-02-01 10:51:56.000000,33.0,12.0,121.0,708.0,1003.0,GraphQL Engine built with Python 3.6+ / asyncio.,22.0,22,True,,MIT,2021-01-27 16:10:47.000000,1.3.1,76.0,,918.0,,tartiflette,69.0,55.0,https://pypi.org/project/tartiflette,2021-01-27 16:09:05.000000,14.0,918.0,,,,3.0,,,,,,,,,,,,,,,,,,
418,selene,yashaka/selene,,testing,https://github.com/yashaka/selene,https://github.com/yashaka/selene,2015-04-17 08:52:14.000000,2021-02-25 00:29:50.000000,2021-01-12 20:44:45.000000,96.0,61.0,122.0,414.0,642.0,User-oriented Web UI browser tests in Python.,24.0,22,True,,MIT,2020-02-17 13:32:07.000000,1.0.2,55.0,,7794.0,,selene,190.0,162.0,https://pypi.org/project/selene,2020-12-22 13:21:16.000000,28.0,7794.0,,,,3.0,,,,,,,,,,,,,,,,,,
419,mistletoe,miyuchina/mistletoe,,markdown,https://github.com/miyuchina/mistletoe,https://github.com/miyuchina/mistletoe,2017-07-09 10:57:29.000000,2020-09-19 18:57:37.000000,2019-06-08 19:09:57.000000,71.0,34.0,51.0,363.0,634.0,"A fast, extensible and spec-compliant Markdown parser in pure Python.",16.0,22,False,,MIT,2019-06-08 19:28:01.000000,0.7.2,20.0,178.0,22823.0,,mistletoe,206.0,166.0,https://pypi.org/project/mistletoe,2019-06-08 19:14:21.000000,40.0,22819.0,,,,3.0,,,,,,,,,,,,,,,,,,
420,django-stronghold,mgrouchy/django-stronghold,,auth,https://github.com/mgrouchy/django-stronghold,https://github.com/mgrouchy/django-stronghold,2013-01-29 02:30:21.000000,2020-10-24 11:03:11.000000,2020-03-11 11:00:24.000000,51.0,10.0,27.0,362.0,167.0,Get inside your stronghold and make all your Django views default login_required.,22.0,22,True,['django'],MIT,2020-01-17 16:34:53.000000,0.4.0,22.0,,4896.0,,django-stronghold,452.0,234.0,https://pypi.org/project/django-stronghold,2020-01-17 16:34:53.000000,218.0,4896.0,,,,3.0,,,,,,,,,,,,,,,,,,
421,pysimplesoap,pysimplesoap/pysimplesoap,,http-clients,https://github.com/pysimplesoap/pysimplesoap,https://github.com/pysimplesoap/pysimplesoap,2013-06-02 11:09:05.000000,2020-10-22 09:47:19.000000,2020-07-20 15:14:25.000000,221.0,89.0,20.0,356.0,547.0,Python Simple SOAP Library.,51.0,22,True,,LGPL-3.0,2017-12-03 17:09:17.000000,1.16.2,12.0,,5075.0,,pysimplesoap,760.0,514.0,https://pypi.org/project/pysimplesoap,2017-12-03 17:09:17.000000,246.0,5075.0,,,,3.0,,,,,,,,,,,,,,,,,,
422,pyshorteners,ellisonleao/pyshorteners,,third-party-apis,https://github.com/ellisonleao/pyshorteners,https://github.com/ellisonleao/pyshorteners,2013-09-30 18:33:24.000000,2020-07-29 05:23:10.000000,2020-07-29 05:23:09.000000,54.0,1.0,68.0,287.0,430.0,Generating short urls with python has never been easier.,24.0,22,True,,GPL-3.0,2020-03-19 17:55:20.000000,1.0.1,27.0,,12347.0,,pyshorteners,804.0,668.0,https://pypi.org/project/pyshorteners,2020-03-19 17:54:24.000000,136.0,12347.0,,,,3.0,,,,,,,,,,,,,,,,,,
