,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,labels,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,apt_id,licenses
344,furl,gruns/furl,url-utils,,https://github.com/gruns/furl,https://github.com/gruns/furl,Unlicense,2011-11-17 01:08:16.000,2023-06-16 13:21:21.441,2022-08-01 04:59:34,549.0,148,37.0,54.0,34.0,84.0,2481,URL parsing and manipulation made easy.,658.0,,15.0,27,True,,,2021-09-27 21:31:14.000,2.1.3,51.0,,1571615.0,conda-forge/furl,furl,https://pypi.org/project/furl,2021-09-27 21:31:14.000,658.0,1567767.0,https://anaconda.org/conda-forge/furl,2023-06-16 13:21:21.441,277119.0,3.0,,,,,,,,,,,,,,,,,,
345,telepot,nickoala/telepot,third-party-apis,,https://github.com/nickoala/telepot,https://github.com/nickoala/telepot,MIT,2015-07-09 03:06:53.000,2021-03-09 06:27:24.000,2019-05-09 12:46:06,431.0,470,126.0,38.0,108.0,326.0,2422,Python framework for Telegram Bot API.,4137.0,3643.0,10.0,27,False,,,,,78.0,,23834.0,,telepot,https://pypi.org/project/telepot,2018-05-26 16:26:54.000,494.0,23834.0,,,,3.0,,,,,,,,,,,,,,,,,,
346,flanker,mailgun/flanker,email,,https://github.com/mailgun/flanker,https://github.com/mailgun/flanker,Apache-2.0,2013-11-14 01:07:11.000,2023-04-07 08:03:08.000,2023-03-03 17:53:06,380.0,185,90.0,170.0,51.0,38.0,1600,Python email address and Mime parsing library.,576.0,483.0,57.0,27,True,,,2023-03-03 17:53:47.000,0.9.15,62.0,,25263.0,,flanker,https://pypi.org/project/flanker,2019-12-05 16:08:20.000,93.0,25263.0,,,,2.0,,,,,,,,,,,,,,,,,,
347,Django Facebook,tschellenbach/Django-facebook,third-party-apis,,https://github.com/tschellenbach/Django-facebook,https://github.com/tschellenbach/Django-facebook,BSD-3-Clause,2010-05-05 10:00:50.000,2021-11-28 03:00:31.000,2018-04-16 21:33:15,1197.0,561,80.0,182.0,134.0,335.0,1430,Facebook open graph api implementation using the Django web framework in python.,506.0,388.0,89.0,27,False,,,2015-05-26 19:01:35.000,6.0.3,152.0,,3029.0,,django-facebook,https://pypi.org/project/django-facebook,2015-05-26 19:01:35.000,118.0,3029.0,,,,3.0,,,,,,,,,,,,,,,,,,
348,mangum,jordaneremieff/mangum,servers,,https://github.com/jordaneremieff/mangum,https://github.com/jordaneremieff/mangum,MIT,2019-01-14 11:49:29.000,2023-05-28 12:10:22.000,2022-11-27 11:20:23,448.0,87,17.0,111.0,16.0,144.0,1391,AWS Lambda support for ASGI applications.,2489.0,2474.0,29.0,27,True,['fastapi'],,2022-11-27 11:23:00.627,0.17.0,69.0,,429037.0,,mangum,https://pypi.org/project/mangum,2022-11-27 11:23:00.627,15.0,429037.0,,,,3.0,,,,,,,,,,,,,,,,,,
349,sqladmin,aminalaee/sqladmin,fastapi-utils,,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54.000,2023-07-17 07:34:59.000,2023-07-17 07:34:58,282.0,110,11.0,311.0,17.0,126.0,1101,SQLAlchemy Admin for FastAPI and Starlette.,267.0,263.0,33.0,27,True,['fastapi'],29.0,2023-06-30 08:07:00.586,0.13.0,31.0,,29903.0,,sqladmin,https://pypi.org/project/sqladmin,2022-07-13 08:03:00.986,4.0,29903.0,,,,1.0,,,,,,,,,,,,,,,,,,
350,Flask-User,lingthio/Flask-User,auth,,https://github.com/lingthio/Flask-User,https://github.com/lingthio/Flask-User,MIT,2014-02-19 23:57:57.000,2023-06-16 13:23:47.208,2019-12-18 13:33:49,666.0,278,43.0,119.0,123.0,126.0,1017,"Customizable User Authorization & User Management: Register, Confirm, Login, Change username/password, Forgot password..",2824.0,2592.0,39.0,27,False,['flask'],,2018-04-16 17:42:06.000,0.6.21,54.0,,25125.0,conda-forge/flask-user,flask-user,https://pypi.org/project/flask-user,2019-11-30 11:59:14.000,232.0,24381.0,https://anaconda.org/conda-forge/flask-user,2023-06-16 13:23:47.208,61088.0,3.0,,,,,,,,,,,,,,,,,,
351,django-configurations,jazzband/django-configurations,django-utils,,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20.000,2023-06-26 15:38:06.000,2023-04-04 10:56:38,482.0,133,20.0,171.0,53.0,145.0,1000,A helper for organizing Django project settings by relying on well established programming patterns.,3371.0,2706.0,64.0,27,True,['django'],,2023-04-04 16:05:56.391,2.4.1,22.0,,120354.0,conda-forge/django-configurations,django-configurations,https://pypi.org/project/django-configurations,2022-01-25 09:50:51.000,665.0,119940.0,https://anaconda.org/conda-forge/django-configurations,2023-06-16 13:24:27.549,28980.0,3.0,,,,,,,,,,,,,,,,,,
352,django-filebrowser,sehmaschine/django-filebrowser,django-utils,,https://github.com/sehmaschine/django-filebrowser,https://github.com/sehmaschine/django-filebrowser,BSD-3-Clause,2011-03-07 20:38:23.000,2022-12-26 21:54:24.000,2022-11-22 14:37:48,911.0,382,44.0,142.0,17.0,266.0,927,Media-Management with Grappelli.,1156.0,884.0,36.0,27,True,['django'],,2022-11-22 14:40:09.390,4.0.2,39.0,,16529.0,,django-filebrowser,https://pypi.org/project/django-filebrowser,2022-11-22 14:40:09.390,272.0,16529.0,,,,3.0,,,,,,,,,,,,,,,,,,
353,flask-debugtoolbar,flask-debugtoolbar/flask-debugtoolbar,testing,,https://github.com/pallets-eco/flask-debugtoolbar,https://github.com/pallets-eco/flask-debugtoolbar,BSD-3-Clause,2011-12-16 20:03:04.000,2023-07-06 13:09:00.000,2023-05-24 17:22:56,295.0,133,19.0,92.0,40.0,72.0,876,A toolbar overlay for debugging Flask applications.,26242.0,23267.0,47.0,27,True,['flask'],1.0,2022-03-29 22:45:35.000,0.13.1,26.0,,115711.0,conda-forge/flask-debugtoolbar,flask-debugtoolbar,https://pypi.org/project/flask-debugtoolbar,2022-03-29 22:36:44.000,2975.0,114942.0,https://anaconda.org/conda-forge/flask-debugtoolbar,2023-06-16 13:18:19.194,63065.0,3.0,,,,,,,,,,pallets-eco/flask-debugtoolbar,,,,,,,,
354,django-markdownx,neutronX/django-markdownx,markdown,,https://github.com/neutronX/django-markdownx,https://github.com/neutronX/django-markdownx,BSD-3-Clause,2014-11-01 14:15:37.000,2023-06-12 10:00:27.000,2023-03-31 10:40:55,431.0,147,23.0,104.0,46.0,114.0,778,Comprehensive Markdown plugin built for Django.,2368.0,2248.0,36.0,27,True,['django'],,2023-03-31 10:46:02.458,4.0.2,56.0,,28145.0,,django-markdownx,https://pypi.org/project/django-markdownx,2022-01-03 15:34:41.000,120.0,28145.0,,,,3.0,,,,,,,,,,,,,,,,,,
355,opentracing-python,opentracing/opentracing-python,monitoring,,https://github.com/opentracing/opentracing-python,https://github.com/opentracing/opentracing-python,Apache-2.0,2016-01-06 22:57:00.000,2023-06-16 13:23:04.175,2021-04-13 17:30:55,220.0,118,36.0,105.0,28.0,33.0,766,OpenTracing API for Python. This library is DEPRECATED! https://github.com/opentracing/specification/issues/163.,251.0,,34.0,27,False,,,2020-11-19 17:10:42.000,2.4.0,27.0,,2614201.0,conda-forge/opentracing,opentracing,https://pypi.org/project/opentracing,2020-11-19 17:10:42.000,251.0,2611422.0,https://anaconda.org/conda-forge/opentracing,2023-06-16 13:23:04.175,191814.0,2.0,,,,,,,,,,,,,,,,,,
356,flask-apispec,jmcarp/flask-apispec,flask-utils,,https://github.com/jmcarp/flask-apispec,https://github.com/jmcarp/flask-apispec,MIT,2015-07-13 02:46:44.000,2023-07-14 13:07:17.000,2022-08-11 23:30:54,224.0,146,22.0,92.0,112.0,67.0,630,Build and document REST APIs with Flask and apispec.,1345.0,1300.0,32.0,27,True,['flask'],,2022-08-11 23:33:04.168,0.11.4,30.0,,314985.0,conda-forge/flask-apispec,flask-apispec,https://pypi.org/project/flask-apispec,2022-08-11 23:33:04.168,45.0,313312.0,https://anaconda.org/conda-forge/flask-apispec,2023-06-16 13:24:09.005,128866.0,2.0,,,,,,,,,,,,,,,,,,
357,mistletoe,miyuchina/mistletoe,markdown,,https://github.com/miyuchina/mistletoe,https://github.com/miyuchina/mistletoe,MIT,2017-07-09 10:57:29.000,2023-07-08 14:05:28.000,2023-07-08 14:05:25,793.0,103,14.0,75.0,20.0,98.0,629,"A fast, extensible and spec-compliant Markdown parser in pure Python.",751.0,679.0,31.0,27,True,,18.0,2023-06-11 15:02:26.000,1.1.0,26.0,317.0,67598.0,,mistletoe,https://pypi.org/project/mistletoe,2023-06-11 14:53:35.037,72.0,67594.0,,,,3.0,,,,,,,,,,,,,,,,,,
358,selene,yashaka/selene,testing,,https://github.com/yashaka/selene,https://github.com/yashaka/selene,MIT,2015-04-17 08:52:14.000,2023-07-20 00:14:00.000,2023-07-02 13:13:55,1079.0,131,55.0,200.0,110.0,185.0,618,User-oriented Web UI browser tests in Python.,2556.0,2541.0,36.0,27,True,,7.0,2023-04-13 16:52:48.000,2.0.0rc2,80.0,,13778.0,,selene,https://pypi.org/project/selene,2022-11-16 18:35:01.539,15.0,13778.0,,,,3.0,,,,,,,,,,,,,,,,,,
359,django-test-plus,revsys/django-test-plus,testing,,https://github.com/revsys/django-test-plus,https://github.com/revsys/django-test-plus,BSD-3-Clause,2015-05-23 16:08:52.000,2023-07-11 11:38:09.000,2023-07-11 11:37:47,489.0,66,11.0,152.0,11.0,46.0,578,Useful additions to Djangos default TestCase.,1261.0,,33.0,27,True,['django'],20.0,2023-07-11 11:44:02.719,2.2.3,37.0,,55008.0,conda-forge/django-test-plus,django-test-plus,https://pypi.org/project/django-test-plus,2021-05-19 19:11:32.000,1261.0,54604.0,https://anaconda.org/conda-forge/django-test-plus,2023-06-16 13:22:55.415,28746.0,3.0,,,,,,,,,,,,,,,,,,
360,treq,twisted/treq,http-clients,,https://github.com/twisted/treq,https://github.com/twisted/treq,MIT,2012-05-18 18:57:21.000,2023-06-16 13:24:26.385,2023-05-03 06:10:14,1006.0,142,27.0,205.0,58.0,100.0,557,Python requests like API built on top of Twisteds HTTP client.,1892.0,1476.0,51.0,27,True,,17.0,2022-02-09 08:41:14.460,22.2.0,20.0,178.0,54764.0,conda-forge/treq,treq,https://pypi.org/project/treq,2022-02-09 08:41:14.460,416.0,53854.0,https://anaconda.org/conda-forge/treq,2023-06-16 13:24:26.385,72653.0,3.0,,,,,,,,,,,,,,,,,,
361,fastapi-mail,sabuhish/fastapi-mail,email,,https://github.com/sabuhish/fastapi-mail,https://github.com/sabuhish/fastapi-mail,MIT,2020-01-25 11:52:29.000,2023-07-18 18:53:18.000,2023-07-18 18:50:59,277.0,70,11.0,86.0,4.0,94.0,494,"Fastapi mail system sending mails(individual, bulk) attachments(individual, bulk).",1534.0,1526.0,41.0,27,True,['fastapi'],9.0,2023-07-18 18:53:18.000,1.4.1,89.0,,79804.0,,fastapi-mail,https://pypi.org/project/fastapi-mail,2023-07-18 18:53:18.000,8.0,79804.0,,,,2.0,,,,,,,,,,,,,,,,,,
362,flask-swagger,getsling/flask-swagger,openapi-utils,,https://github.com/getsling/flask-swagger,https://github.com/getsling/flask-swagger,MIT,2015-03-01 01:08:16.000,2023-06-16 13:20:31.304,2020-09-29 10:30:18,120.0,93,29.0,29.0,21.0,14.0,458,A swagger 2.0 spec extractor for flask.,8812.0,8473.0,24.0,27,False,['flask'],,2019-03-26 11:27:48.000,0.2.14,17.0,,803274.0,conda-forge/flask-swagger,flask-swagger,https://pypi.org/project/flask-swagger,2019-03-26 11:27:48.000,339.0,802459.0,https://anaconda.org/conda-forge/flask-swagger,2023-06-16 13:20:31.304,61193.0,3.0,,,,,,,,,,,,,,,,,,
363,pytest-flask,pytest-dev/pytest-flask,testing,,https://github.com/pytest-dev/pytest-flask,https://github.com/pytest-dev/pytest-flask,MIT,2014-09-03 12:51:29.000,2023-06-16 13:24:38.184,2023-02-18 00:45:45,320.0,84,8.0,90.0,12.0,62.0,451,A set of pytest fixtures to test Flask applications.,8350.0,,32.0,27,True,['flask'],,2021-02-27 03:48:05.000,1.2.0,29.0,,341992.0,conda-forge/pytest-flask,pytest-flask,https://pypi.org/project/pytest-flask,2021-02-27 03:48:05.000,8350.0,340913.0,https://anaconda.org/conda-forge/pytest-flask,2023-06-16 13:24:38.184,77750.0,3.0,,,,,,,,,,,,,,,,,,
364,flask-assets,miracle2k/flask-assets,flask-utils,,https://github.com/miracle2k/flask-assets,https://github.com/miracle2k/flask-assets,BSD-2-Clause,2010-08-06 11:51:29.000,2023-06-16 13:17:41.545,2020-02-29 00:06:32,263.0,87,8.0,58.0,22.0,76.0,438,Flask webassets integration.,9216.0,7163.0,38.0,27,False,['flask'],,2011-10-12 14:37:19.000,0.6.2,15.0,,154288.0,conda-forge/flask-assets,flask-assets,https://pypi.org/project/flask-assets,2019-12-20 21:37:28.000,2053.0,153783.0,https://anaconda.org/conda-forge/flask-assets,2023-06-16 13:17:41.545,40973.0,2.0,,,,,,,,,,,,,,,,,,
365,ipaddress,phihag/ipaddress,others,,https://github.com/phihag/ipaddress,https://github.com/phihag/ipaddress,PSF-2.0,2013-02-03 20:45:43.000,2023-06-16 13:20:43.209,2019-10-18 01:30:15,123.0,51,7.0,20.0,14.0,34.0,104,Python 3.3+s ipaddress for older Python versions.,40989.0,34223.0,7.0,27,False,,,2019-10-18 01:30:27.000,1.0.23,22.0,,4175592.0,conda-forge/ipaddress,ipaddress,https://pypi.org/project/ipaddress,2019-10-18 01:30:27.000,6766.0,4164227.0,https://anaconda.org/conda-forge/ipaddress,2023-06-16 13:20:43.209,943362.0,3.0,,,,,,,,,,,,,,,,,,
366,playwright,Microsoft/playwright-python,testing,,https://github.com/Microsoft/playwright-python,https://github.com/Microsoft/playwright-python,Apache-2.0,2021-05-11 20:15:10.832,2023-07-14 20:41:05.273,,,742,,,,,8990,A high-level API to automate web browsers.,210.0,,,26,True,,,2023-07-14 20:41:05.273,1.36.0,100.0,,1080811.0,microsoft/playwright,playwright,https://pypi.org/project/playwright,2023-07-14 20:41:05.273,210.0,1080163.0,https://anaconda.org/microsoft/playwright,2023-06-16 19:25:50.989,16869.0,3.0,,,,,,,,,,,,,,,,,,
367,japronto,squeaky-pl/japronto,web-frameworks,,https://github.com/squeaky-pl/japronto,https://github.com/squeaky-pl/japronto,MIT,2016-10-26 19:51:32.000,2023-07-20 14:53:49.000,2020-03-20 17:53:14,736.0,594,354.0,42.0,87.0,66.0,8619,Screaming-fast Python 3.5+ HTTP toolkit integrated with pipelining HTTP server based on uvloop and picohttpparser.,146.0,114.0,23.0,26,False,,,2018-11-09 13:14:51.000,0.1.2,8.0,,355.0,,japronto,https://pypi.org/project/japronto,2018-11-09 13:14:51.000,32.0,355.0,,,,3.0,,,,,,,,,,,,,,,,,,
368,splash,scrapinghub/splash,testing,,https://github.com/scrapinghub/splash,https://github.com/scrapinghub/splash,BSD-3-Clause,2013-05-20 21:20:33.000,2023-07-12 06:56:48.000,2022-05-05 14:10:10,2114.0,506,214.0,333.0,397.0,474.0,3867,"Lightweight, scriptable browser as a service with an HTTP API.",10.0,,62.0,26,False,,,2020-01-09 19:09:29.000,3.4.1,30.0,,522.0,,splash,https://pypi.org/project/splash,2020-06-16 13:27:02.000,10.0,522.0,,,,3.0,,,,,,,,,,,,,,,,,,
369,selenium-python-helium,mherrmann/selenium-python-helium,testing,,https://github.com/mherrmann/selenium-python-helium,https://github.com/mherrmann/selenium-python-helium,MIT,2019-11-26 16:12:28.000,2023-07-17 12:40:17.000,2023-07-17 12:39:05,133.0,297,73.0,29.0,48.0,37.0,3451,Selenium-python but lighter: Helium is the best Python library for web automation.,472.0,461.0,8.0,26,True,,9.0,2023-07-17 12:40:49.000,3.2.2,32.0,,22881.0,,helium,https://pypi.org/project/helium,2022-11-20 07:59:00.578,11.0,22881.0,,,,3.0,,,,,,,,,,,,,,,,,,
370,django-jet,geex-arts/django-jet,admin-ui,,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35.000,2022-12-06 19:59:16.000,2019-05-21 10:57:50,891.0,786,118.0,177.0,307.0,126.0,3446,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3291.0,3013.0,29.0,26,False,['django'],,2018-10-18 06:39:57.000,1.0.8,25.0,,16265.0,,django-jet,https://pypi.org/project/django-jet,2018-10-18 06:34:50.000,278.0,16265.0,,,,3.0,,,,,,,,,,,,,,,,,,
371,gmusicapi,simon-weber/gmusicapi,third-party-apis,,https://github.com/simon-weber/gmusicapi,https://github.com/simon-weber/gmusicapi,BSD-3-Clause,2012-01-20 17:19:12.000,2020-12-26 18:14:42.000,2020-09-25 14:34:17,1430.0,304,134.0,164.0,61.0,450.0,2510,An unofficial client library for Google Music.,631.0,485.0,51.0,26,False,,,2020-03-27 18:06:36.000,13.0.0,29.0,,558.0,,gmusicapi,https://pypi.org/project/gmusicapi,2020-03-27 18:06:36.000,146.0,558.0,,,,3.0,,,,,,,,,,,,,,,,,,
372,viewflow,viewflow/viewflow,django-utils,,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35.000,2023-07-20 11:38:29.000,2023-07-19 11:57:27,120.0,380,104.0,94.0,31.0,260.0,2408,Reusable workflow library for Django.,302.0,270.0,27.0,26,True,['django'],22.0,2022-04-05 06:26:44.000,1.11.0,45.0,,4684.0,,django-viewflow,https://pypi.org/project/django-viewflow,2023-01-12 14:39:05.504,32.0,4684.0,,,,3.0,,,,,,,,,,,,,,,,,,
373,Misago,rafalp/Misago,web-ui,,https://github.com/rafalp/Misago,https://github.com/rafalp/Misago,GPL-2.0,2012-06-22 14:24:02.000,2023-07-16 13:18:06.000,2023-07-11 17:24:45,5304.0,495,85.0,416.0,95.0,1121.0,2353,"Misago is fully featured modern forum application that is fast, scalable and responsive.",47.0,47.0,40.0,26,True,,36.0,2023-05-28 12:53:50.000,0.36.1,60.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
374,twitterscraper,taspinar/twitterscraper,third-party-apis,,https://github.com/taspinar/twitterscraper,https://github.com/taspinar/twitterscraper,MIT,2016-06-16 06:51:10.000,2022-10-05 15:48:52.000,2020-07-28 11:36:45,262.0,560,89.0,91.0,142.0,155.0,2302,Scrape Twitter for Tweets.,516.0,493.0,34.0,26,False,,,2020-07-28 11:38:17.000,1.6.1,47.0,,1712.0,,twitterscraper,https://pypi.org/project/twitterscraper,2020-07-28 11:38:17.000,23.0,1712.0,,,,3.0,,,,,,,,,,,,,,,,,,
375,masonite,MasoniteFramework/masonite,web-frameworks,,https://github.com/MasoniteFramework/masonite,https://github.com/MasoniteFramework/masonite,MIT,2017-12-06 00:30:22.000,2023-04-02 23:24:53.000,2022-11-05 01:29:29,4030.0,128,64.0,342.0,42.0,355.0,2044,The Modern And Developer Centric Python Web Framework. Be sure to read the documentation and join the Discord channel..,564.0,489.0,85.0,26,True,,,2023-01-31 16:31:57.456,4.6.1,309.0,,2471.0,,masonite,https://pypi.org/project/masonite,2022-06-26 02:01:04.000,75.0,2471.0,,,,3.0,,,,,,,,,,,,,,,,,,
376,Wooey,wooey/wooey,web-ui,,https://github.com/wooey/Wooey,https://github.com/wooey/Wooey,BSD-3-Clause,2015-03-01 16:47:05.000,2023-07-11 14:15:05.000,2023-07-11 13:16:57,948.0,187,66.0,175.0,53.0,161.0,1973,A Django app that creates automatic web UIs for Python scripts.,43.0,42.0,24.0,26,True,,36.0,2022-10-05 14:12:48.578,0.13.2,38.0,,636.0,,wooey,https://pypi.org/project/wooey,2022-10-05 14:12:48.578,1.0,636.0,,,,3.0,,,,,,,,,,,,,,,,,,
377,django-admin-bootstrapped,django-admin-bootstrapped/django-admin-bootstrapped,admin-ui,,https://github.com/django-admin-bootstrapped/django-admin-bootstrapped,https://github.com/django-admin-bootstrapped/django-admin-bootstrapped,Apache-2.0,2012-10-23 06:35:27.000,2021-08-15 05:01:34.000,2020-07-10 10:16:08,437.0,400,89.0,117.0,36.0,129.0,1576,"A Django admin theme using Twitter Bootstrap. It doesnt need any kind of modification on your side, just add it to the..",2374.0,1579.0,65.0,26,False,['django'],,2015-12-15 08:53:11.000,2.5.7,45.0,,3706.0,,django-admin-bootstrapped,https://pypi.org/project/django-admin-bootstrapped,2015-12-15 08:51:59.000,795.0,3706.0,,,,3.0,,,,,,,,,,,,,,,,,,
378,OpenAPI-to-GraphQL,IBM/openapi-to-graphql,openapi-utils,,https://github.com/IBM/openapi-to-graphql,https://github.com/IBM/openapi-to-graphql,MIT,2018-09-05 18:52:16.000,2023-04-17 11:15:27.000,2023-03-09 15:32:59,677.0,200,40.0,229.0,139.0,146.0,1515,Translate APIs described by OpenAPI Specifications (OAS) into GraphQL.,704.0,701.0,42.0,26,True,"['openapi', 'graphql']",,2023-03-09 15:32:21.528,3.0.5,38.0,,5170.0,,,,,,,,,,3.0,,,,openapi-to-graphql-cli,https://www.npmjs.com/package/openapi-to-graphql-cli,2023-03-09 15:32:21.528,3.0,5170.0,,,,,,,,,,
379,python-lambda,nficano/python-lambda,serverless,,https://github.com/nficano/python-lambda,https://github.com/nficano/python-lambda,ISC,2016-02-26 03:21:06.000,2023-06-28 11:38:10.000,2022-06-03 06:57:29,384.0,232,33.0,630.0,63.0,53.0,1442,A toolkit for developing and deploying serverless Python code in AWS Lambda.,227.0,194.0,48.0,26,False,,,2021-01-05 04:42:47.000,11.8.0,49.0,,5424.0,,python-lambda,https://pypi.org/project/python-lambda,2021-01-05 04:42:47.000,33.0,5424.0,,,,3.0,,,,,,,,,,,,,,,,,,
380,Meinheld,mopemope/meinheld,servers,,https://github.com/mopemope/meinheld,https://github.com/mopemope/meinheld,BSD-3-Clause,2010-07-30 01:38:27.000,2023-06-16 19:18:58.504,2020-06-23 16:07:11,633.0,100,45.0,51.0,31.0,51.0,1434,Meinheld is a high performance asynchronous WSGI Web Server (based on picoev).,1366.0,1064.0,20.0,26,False,,,2020-05-17 13:09:14.000,1.0.2,40.0,,26830.0,conda-forge/meinheld,meinheld,https://pypi.org/project/meinheld,2020-05-17 13:09:14.000,302.0,26386.0,https://anaconda.org/conda-forge/meinheld,2023-06-16 19:18:58.504,17321.0,3.0,,,,,,,,,,,,,,,,,,
381,flask-graphql,graphql-python/flask-graphql,graphql,,https://github.com/graphql-python/flask-graphql,https://github.com/graphql-python/flask-graphql,MIT,2016-01-23 09:20:02.000,2023-06-16 16:17:00.297,2020-08-07 18:38:18,97.0,145,28.0,38.0,42.0,24.0,1311,Adds GraphQL support to your Flask application.,3084.0,2874.0,15.0,26,False,"['flask', 'graphql']",,2019-12-05 15:32:32.000,2.0.1,10.0,,162607.0,conda-forge/flask-graphql,flask-graphql,https://pypi.org/project/flask-graphql,2019-12-05 15:32:32.000,210.0,162282.0,https://anaconda.org/conda-forge/flask-graphql,2023-06-16 16:17:00.297,14956.0,2.0,,,,,,,,,,,,,,,,,,
382,notion-sdk-py,ramnes/notion-sdk-py,third-party-apis,,https://github.com/ramnes/notion-sdk-py,https://github.com/ramnes/notion-sdk-py,MIT,2021-05-13 20:17:52.000,2023-06-29 13:13:10.000,2023-04-24 15:44:41,174.0,98,24.0,52.0,2.0,65.0,1223,"The official Notion API client library, but rewritten in Python! (sync + async).",581.0,548.0,24.0,26,True,,1.0,2022-12-10 14:24:59.000,2.0.0,13.0,,97696.0,conda-forge/notion-client,notion-client,https://pypi.org/project/notion-client,2022-12-10 14:12:02.423,33.0,97431.0,https://anaconda.org/conda-forge/notion-client,2023-06-16 19:27:59.196,5300.0,3.0,,,,,,,,,,,,,,,,,,
