,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,labels,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,conda_dependent_project_count,new_addition,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,licenses,apt_id
409,pyshorteners,ellisonleao/pyshorteners,,third-party-apis,https://github.com/ellisonleao/pyshorteners,https://github.com/ellisonleao/pyshorteners,GPL-3.0,2013-09-30 18:33:24.000000,2021-05-17 08:19:49.000000,2020-07-29 05:23:09.000000,53.0,1.0,70.0,304.0,,Generating short urls with python has never been easier.,24.0,23,True,,2020-03-19 17:55:20.000000,1.0.1,27.0,,111005.0,,pyshorteners,1178.0,1042.0,https://pypi.org/project/pyshorteners,2020-03-19 17:54:24.000000,136.0,111005.0,,,,3.0,,,,,,,,,,,,,,,,,,,
410,graphene-mongo,graphql-python/graphene-mongo,,graphql,https://github.com/graphql-python/graphene-mongo,https://github.com/graphql-python/graphene-mongo,MIT,2018-01-22 04:06:16.000000,2021-06-30 08:46:03.000000,2021-04-26 05:49:12.000000,82.0,22.0,58.0,225.0,540.0,Graphene MongoEngine integration.,27.0,23,True,['graphql'],2020-06-30 09:30:32.000000,0.2.13,31.0,,7888.0,conda-forge/graphene-mongo,graphene-mongo,243.0,221.0,https://pypi.org/project/graphene-mongo,2020-06-30 09:30:32.000000,22.0,7713.0,https://anaconda.org/conda-forge/graphene-mongo,2020-06-30 21:31:16.669000,2800.0,3.0,,,,,,,,,,,True,,,,,,,,
411,pytest-splinter,pytest-dev/pytest-splinter,,testing,https://github.com/pytest-dev/pytest-splinter,https://github.com/pytest-dev/pytest-splinter,MIT,2014-02-16 17:03:35.000000,2020-12-25 19:34:28.000000,2020-12-25 19:34:19.000000,49.0,9.0,66.0,209.0,305.0,pytest splinter and selenium integration for anyone interested in browser interaction in tests.,28.0,23,True,,2020-12-25 19:34:28.000000,3.3.1,73.0,,17941.0,,pytest-splinter,537.0,323.0,https://pypi.org/project/pytest-splinter,2020-12-25 19:34:28.000000,214.0,17941.0,,,,3.0,,,,,,,,,,,,,,,,,,,
412,fastapi-mail,sabuhish/fastapi-mail,,email,https://github.com/sabuhish/fastapi-mail,https://github.com/sabuhish/fastapi-mail,MIT,2020-01-25 11:52:29.000000,2021-06-27 09:12:04.000000,2021-06-27 09:05:17.000000,24.0,3.0,28.0,185.0,202.0,"Fastapi mail system sending mails(individual, bulk) attachments(individual, bulk).",19.0,23,True,['fastapi'],2021-06-27 09:12:04.000000,0.4.0,54.0,,9874.0,,fastapi-mail,89.0,89.0,https://pypi.org/project/fastapi-mail,2021-06-27 09:12:04.000000,0.0,9874.0,,,,2.0,,,,,,,,,,,,,,,,,,,
413,openapi-core,p1c2u/openapi-core,,openapi-utils,https://github.com/p1c2u/openapi-core,https://github.com/p1c2u/openapi-core,BSD-3-Clause,2017-09-20 10:25:35.000000,2021-06-30 16:59:23.000000,2021-06-16 08:18:31.000000,84.0,53.0,100.0,136.0,589.0,OpenAPI core.,44.0,23,True,,2021-05-14 11:26:33.000000,0.14.2,40.0,,118582.0,,openapi-core,22.0,,https://pypi.org/project/openapi-core,2021-05-14 11:26:33.000000,22.0,118582.0,,,,3.0,,,,,,,,,,,,,,,,,,,
414,pyramid_jinja2,Pylons/pyramid_jinja2,,pyramid-utils,https://github.com/Pylons/pyramid_jinja2,https://github.com/Pylons/pyramid_jinja2,,2010-10-31 16:21:44.000000,2021-06-22 15:17:18.000000,2020-04-17 18:23:35.000000,58.0,6.0,54.0,72.0,535.0,Jinja2 templating system bindings for the Pyramid web framework.,47.0,23,False,['pyramid'],2016-01-23 15:34:59.000000,2.6.2,36.0,,1236442.0,,pyramid_jinja2,510.0,,https://pypi.org/project/pyramid_jinja2,2016-11-15 16:40:41.000000,510.0,1236442.0,,,,1.0,,,,,,,,,,,,,,,,,,BSD-based,
415,tyk,TykTechnologies/tyk,,api-proxies,https://github.com/TykTechnologies/tyk,https://github.com/TykTechnologies/tyk,MPL-2.0,2014-05-07 14:38:24.000000,2021-07-01 08:26:28.000000,2021-06-30 10:23:31.000000,805.0,348.0,1508.0,6400.0,3574.0,"Tyk Open Source API Gateway written in Go, supporting REST, GraphQL, TCP and gRPC protocols.",80.0,22,True,,2021-05-20 08:41:30.000000,3.2.1,100.0,17139.0,214.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
416,AutoRest,Azure/autorest,,openapi-utils,https://github.com/Azure/autorest,https://github.com/Azure/autorest,MIT,2015-02-20 23:02:54.000000,2021-06-30 17:03:41.000000,2021-06-29 22:00:01.000000,648.0,85.0,1718.0,3437.0,,"OpenAPI (f.k.a Swagger) Specification code generator. Supports C#, PowerShell, Go, Java, Node.js, TypeScript, Python,..",147.0,22,True,['openapi'],,,100.0,75465.0,5031.0,,,284.0,284.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
417,WikiExtractor,attardi/wikiextractor,,third-party-apis,https://github.com/attardi/wikiextractor,https://github.com/attardi/wikiextractor,AGPL-3.0,2015-03-22 12:03:01.000000,2021-06-27 10:04:32.000000,2021-03-18 00:14:59.000000,766.0,92.0,110.0,2686.0,220.0,A tool for extracting plain text from Wikipedia dumps.,30.0,22,True,,2020-12-05 19:18:56.000000,3.0.4,3.0,,951.0,,wikiextractor,78.0,70.0,https://pypi.org/project/wikiextractor,2020-12-05 19:18:56.000000,8.0,951.0,,,,3.0,,,,,,,,,,,,,,,,,,,
418,weblate,WeblateOrg/weblate,,others,https://github.com/WeblateOrg/weblate,https://github.com/WeblateOrg/weblate,GPL-3.0,2012-02-27 09:33:29.000000,2021-07-01 12:14:36.000000,2021-07-01 08:03:10.000000,617.0,287.0,3557.0,2463.0,,Web based localization tool with tight version control integration.,1148.0,22,True,,2021-06-30 15:04:31.000000,weblate-4.7.1,75.0,1103.0,1679.0,,weblate,18.0,18.0,https://pypi.org/project/weblate,2021-06-17 05:28:46.000000,,1634.0,,,,3.0,,,,,,,,,,,,,,,,,,,
419,Gerapy,Gerapy/Gerapy,,web-scraping,https://github.com/Gerapy/Gerapy,https://github.com/Gerapy/Gerapy,MIT,2017-06-30 03:58:27.000000,2021-06-10 17:37:56.000000,2021-05-28 17:40:44.000000,509.0,50.0,114.0,2459.0,543.0,"Distributed Crawler Management Framework Based on Scrapy, Scrapyd, Django and Vue.js.",10.0,22,True,['django'],2020-08-27 05:24:50.000000,0.9.6,41.0,,702.0,,gerapy,116.0,108.0,https://pypi.org/project/gerapy,2020-08-27 05:23:56.000000,8.0,702.0,,,,3.0,,,,,,,,,,,,,,,,,,,
420,aiortc,aiortc/aiortc,,others,https://github.com/aiortc/aiortc,https://github.com/aiortc/aiortc,BSD-3-Clause,2018-02-23 22:05:16.000000,2021-06-11 19:39:17.000000,2021-04-16 07:57:34.000000,374.0,52.0,371.0,2456.0,,WebRTC and ORTC implementation for Python using asyncio.,19.0,22,True,,2021-03-07 16:31:14.000000,1.2.0,43.0,,49164.0,,aiortc,12.0,,https://pypi.org/project/aiortc,2021-03-07 16:31:14.000000,12.0,49164.0,,,,3.0,,,,,,,,,,,,,,,,,,,
421,instagram_private_api,ping/instagram_private_api,,third-party-apis,https://github.com/ping/instagram_private_api,https://github.com/ping/instagram_private_api,MIT,2017-01-12 11:54:19.000000,2021-04-24 17:19:08.000000,2019-11-14 10:11:13.000000,493.0,99.0,210.0,2066.0,444.0,A Python library to access Instagram's private API.,5.0,22,False,,2019-02-22 08:05:21.000000,1.6.0,39.0,,24894.0,,instagram_private_api,16.0,,https://pypi.org/project/instagram_private_api,2019-05-06 11:32:26.000000,16.0,24894.0,,,,3.0,,,,,,,,,,,,,,,,,,,
422,flaskbb,flaskbb/flaskbb,,web-ui,https://github.com/flaskbb/flaskbb,https://github.com/flaskbb/flaskbb,BSD-3-Clause,2013-09-11 08:39:17.000000,2021-06-12 12:55:48.000000,2021-05-19 15:43:23.000000,528.0,38.0,278.0,2048.0,1811.0,A classic Forum Software in Python using Flask.,57.0,22,True,['flask'],2018-07-15 19:10:30.000000,2.0.2,4.0,,136.0,,FlaskBB,24.0,22.0,https://pypi.org/project/FlaskBB,2018-07-15 19:10:30.000000,2.0,136.0,,,,2.0,,,,,,,,,,,,,,,,,,,
423,web2py,web2py/web2py,,web-frameworks,https://github.com/web2py/web2py,https://github.com/web2py/web2py,LGPL-3.0,2008-11-07 06:08:58.000000,2021-06-26 20:08:56.000000,2021-06-26 20:08:50.000000,842.0,350.0,658.0,1951.0,8173.0,Free and open source full-stack enterprise framework for agile development of secure database-driven web-based..,247.0,22,True,,2020-03-21 20:19:46.000000,2.19.1,24.0,,,,,38.0,38.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
424,sandman2,jeffknupp/sandman2,,others,https://github.com/jeffknupp/sandman2,https://github.com/jeffknupp/sandman2,Apache-2.0,2014-10-24 17:21:50.000000,2021-06-28 17:12:10.000000,2020-12-21 15:15:51.000000,175.0,23.0,52.0,1710.0,250.0,Automatically generate a RESTful API service for your legacy database. No code required!.,23.0,22,True,,2020-09-08 18:00:11.000000,1.2.3,28.0,,460.0,,sandman2,21.0,15.0,https://pypi.org/project/sandman2,2020-09-08 18:00:11.000000,6.0,460.0,,,,3.0,,,,,,,,,,,,,,,,,,,
425,hyde,hyde/hyde,,others,https://github.com/hyde/hyde,https://github.com/hyde/hyde,MIT,2011-01-07 09:52:20.000000,2020-12-28 00:18:49.000000,2016-03-10 01:59:31.000000,247.0,64.0,139.0,1581.0,600.0,A Python Static Website Generator.,43.0,22,False,,2015-11-09 13:50:15.000000,0.8.9,16.0,,126.0,,hyde,212.0,82.0,https://pypi.org/project/hyde,2015-11-09 13:50:15.000000,130.0,126.0,,,,3.0,,,,,,,,,,,,,,,,,,,
426,frontera,scrapinghub/frontera,,web-scraping,https://github.com/scrapinghub/frontera,https://github.com/scrapinghub/frontera,BSD-3-Clause,2014-11-22 15:42:50.000000,2020-08-07 20:18:38.000000,2019-11-29 15:30:27.000000,206.0,96.0,74.0,1166.0,923.0,A scalable frontier for web crawlers.,41.0,22,False,,2019-04-05 16:36:41.000000,0.8.1,22.0,,509.0,,frontera,51.0,27.0,https://pypi.org/project/frontera,2019-04-05 16:36:41.000000,24.0,509.0,,,,3.0,,,,,,,,,,,,,,,,,,,
427,pyresttest,svanoort/pyresttest,,testing,https://github.com/svanoort/pyresttest,https://github.com/svanoort/pyresttest,Apache-2.0,2014-05-01 23:40:10.000000,2021-06-10 17:22:57.000000,2018-02-03 22:03:13.000000,319.0,131.0,114.0,1071.0,531.0,Python Rest Testing.,17.0,22,False,,2016-03-15 03:16:18.000000,1.7.1,14.0,,3989.0,conda-forge/pyresttest,pyresttest,108.0,83.0,https://pypi.org/project/pyresttest,2016-03-15 03:13:33.000000,25.0,3039.0,https://anaconda.org/conda-forge/pyresttest,2021-01-10 09:43:41.688000,36120.0,3.0,,,,,,,,,,,,,,,,,,,
428,schemathesis,schemathesis/schemathesis,,testing,https://github.com/schemathesis/schemathesis,https://github.com/schemathesis/schemathesis,MIT,2019-08-19 11:13:01.000000,2021-06-23 15:23:32.000000,2021-06-23 15:23:31.000000,67.0,87.0,460.0,895.0,1236.0,A modern API testing tool for web applications built with Open API and GraphQL specifications.,29.0,22,True,"['openapi', 'graphql']",2021-06-22 11:40:05.000000,3.9.3,165.0,,36079.0,,schemathesis,0.0,,https://pypi.org/project/schemathesis,2021-06-22 11:40:05.000000,0.0,36079.0,,,,3.0,,,,,,,,,,,,,,,,,,,
429,django-summernote,summernote/django-summernote,,django-utils,https://github.com/summernote/django-summernote,https://github.com/summernote/django-summernote,MIT,2013-07-16 12:07:21.000000,2021-05-13 19:25:42.000000,2021-02-13 02:44:41.000000,202.0,41.0,277.0,823.0,,Simply integrate Summernote editor with Django project.,67.0,22,True,['django'],2019-12-22 21:30:56.000000,0.8.11.6,71.0,,42451.0,,django-summernote,452.0,,https://pypi.org/project/django-summernote,2019-12-22 21:30:11.000000,452.0,42451.0,,,,3.0,,,,,,,,,,,,,,,,,,,
430,feincms,feincms/feincms,,cms,https://github.com/feincms/feincms,https://github.com/feincms/feincms,BSD-3-Clause,2009-01-27 20:34:16.000000,2021-04-25 16:13:58.000000,2021-04-25 16:13:58.000000,231.0,38.0,400.0,804.0,,A Django-based CMS with a focus on extensibility and concise code.,134.0,22,True,['django'],2021-03-22 21:11:29.000000,1.20.0,99.0,,3094.0,,feincms,314.0,,https://pypi.org/project/feincms,2021-03-22 21:11:29.000000,314.0,3094.0,,,,3.0,,,,,,,,,,,,,,,,,,,
431,django-split-settings,sobolevn/django-split-settings,,django-utils,https://github.com/sobolevn/django-split-settings,https://github.com/sobolevn/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30.000000,2021-06-28 07:34:16.000000,2021-06-28 07:32:54.000000,52.0,4.0,33.0,732.0,335.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,18.0,22,True,['django'],2020-11-17 07:53:22.000000,1.1.0,13.0,,51474.0,,django-split-settings,108.0,,https://pypi.org/project/django-split-settings,2020-04-22 09:42:29.000000,108.0,51474.0,,,,3.0,,,,,,,,,,,,,,,,,,,
432,datamodel-code-generator,koxudaxi/datamodel-code-generator,,openapi-utils,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32.000000,2021-06-30 14:27:40.000000,2021-06-30 14:26:33.000000,65.0,22.0,109.0,523.0,351.0,"Pydantic model generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data sources.",23.0,22,True,['openapi'],2021-06-11 16:39:43.000000,0.11.8,133.0,,81964.0,,datamodel-code-generator,0.0,,https://pypi.org/project/datamodel-code-generator,2021-06-11 16:39:43.000000,0.0,81964.0,,,,3.0,,,,,,,,,,,,,,,,,,,
433,selectolax,rushter/selectolax,,html-processing,https://github.com/rushter/selectolax,https://github.com/rushter/selectolax,MIT,2017-11-26 19:37:37.000000,2021-06-15 14:11:30.000000,2021-06-15 14:11:24.000000,24.0,7.0,29.0,393.0,161.0,Python binding to Modest engine (fast HTML5 parser with CSS selectors).,2.0,22,True,,2021-06-15 12:23:38.000000,0.2.12,26.0,,16477.0,,selectolax,179.0,173.0,https://pypi.org/project/selectolax,2021-06-15 12:23:38.000000,6.0,16477.0,,,,3.0,,,,,,,,,,,,,,,,,,,
434,trustme,python-trio/trustme,,others,https://github.com/python-trio/trustme,https://github.com/python-trio/trustme,MIT,2017-07-17 18:13:54.000000,2021-06-28 05:36:52.000000,2021-06-28 05:36:50.000000,19.0,5.0,25.0,373.0,630.0,"#1 quality TLS certs while you wait, for the discerning tester.",14.0,22,True,,2021-06-08 18:52:59.000000,0.8.0,11.0,,18353.0,,trustme,177.0,113.0,https://pypi.org/project/trustme,2021-06-08 18:52:59.000000,64.0,18353.0,,,,3.0,,,,,,,,,,,True,,,,,,,,
435,fastapi-sqlalchemy,mfreeborn/fastapi-sqlalchemy,,fastapi-utils,https://github.com/mfreeborn/fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,MIT,2019-11-03 16:30:26.000000,2021-06-10 15:45:15.000000,2020-09-25 16:23:54.000000,24.0,10.0,8.0,293.0,51.0,Adds simple SQLAlchemy support to FastAPI.,5.0,22,True,['fastapi'],2020-09-25 16:26:29.000000,0.2.1,9.0,,15726.0,,fastapi-sqlalchemy,198.0,198.0,https://pypi.org/project/fastapi-sqlalchemy,2020-09-25 16:26:29.000000,0.0,15726.0,,,,1.0,,,,,,,,,,,,,,,,,,,
436,velruse,bbangert/velruse,,auth,https://github.com/bbangert/velruse,https://github.com/bbangert/velruse,MIT,2010-04-30 19:23:27.000000,2020-05-12 14:00:34.000000,2013-10-06 19:17:50.000000,91.0,37.0,34.0,253.0,559.0,Simplifying third-party authentication for web applications.,44.0,22,False,,2013-08-30 04:51:31.000000,1.1.1,10.0,,7445.0,,velruse,236.0,164.0,https://pypi.org/project/velruse,2013-08-30 04:51:31.000000,72.0,7445.0,,,,3.0,,,,,,,,,,,,,,,,,,,
437,Flask-Excel,pyexcel-webwares/Flask-Excel,,flask-utils,https://github.com/pyexcel-webwares/Flask-Excel,https://github.com/pyexcel-webwares/Flask-Excel,BSD-3-Clause,2015-01-21 19:55:07.000000,2020-11-10 23:13:19.000000,2020-11-10 23:13:13.000000,72.0,10.0,39.0,230.0,233.0,"A flask extension using pyexcel to read, manipulate and write data in different excel formats: csv, ods, xls, xlsx and..",8.0,22,True,,2017-07-20 02:40:14.000000,0.0.7,8.0,7.0,14986.0,,flask-excel,764.0,624.0,https://pypi.org/project/flask-excel,2017-07-20 02:40:14.000000,140.0,14986.0,,,,3.0,,,,,,,,,,,,,,,,,,,
438,mailer,marrow/mailer,,email,https://github.com/marrow/mailer,https://github.com/marrow/mailer,MIT,2011-03-13 05:21:26.000000,2021-07-01 11:13:17.243000,2021-04-20 02:51:08.000000,50.0,25.0,46.0,225.0,295.0,"A light-weight, modular, message representation and mail delivery framework for Python.",20.0,22,True,,2019-09-16 00:20:27.000000,4.0.3,8.0,106.0,26555.0,conda-forge/mailer,mailer,156.0,,https://pypi.org/project/mailer,2015-04-22 03:10:28.000000,156.0,25444.0,https://anaconda.org/conda-forge/mailer,2021-07-01 11:13:17.243000,37756.0,3.0,,,,,,,,,,,,,,,,,,,
439,flask_injector,alecthomas/flask_injector,,flask-utils,https://github.com/alecthomas/flask_injector,https://github.com/alecthomas/flask_injector,BSD-3-Clause,2012-11-19 04:09:14.000000,2021-04-10 11:07:27.000000,2021-02-22 20:22:57.000000,28.0,10.0,33.0,225.0,180.0,Adds Injector support to Flask.,10.0,22,True,['flask'],2020-02-22 13:39:54.000000,0.12.3,25.0,,32921.0,,flask_injector,655.0,547.0,https://pypi.org/project/flask_injector,2020-02-22 13:39:54.000000,108.0,32921.0,,,,3.0,,,,,,,,,,,,,,,,,,,
440,python-mocket,mindflayer/python-mocket,,testing,https://github.com/mindflayer/python-mocket,https://github.com/mindflayer/python-mocket,BSD-3-Clause,2013-04-30 07:44:28.000000,2021-06-16 15:51:08.000000,2021-06-16 15:51:08.000000,35.0,5.0,49.0,213.0,437.0,"a socket mock framework - for all kinds of socket animals, web-clients included.",19.0,22,True,,2021-06-10 12:32:29.000000,3.9.42,74.0,,8058.0,,mocket,100.0,54.0,https://pypi.org/project/mocket,2021-06-10 12:26:23.000000,46.0,8058.0,,,,3.0,,,,,,,,,,,,,,,,,,,
441,trafilatura,adbar/trafilatura,,web-scraping,https://github.com/adbar/trafilatura,https://github.com/adbar/trafilatura,GPL-3.0,2019-04-08 11:38:48.000000,2021-06-28 12:54:41.000000,2021-06-28 12:27:10.000000,35.0,12.0,56.0,198.0,935.0,"Web scraping library and command-line tool for text discovery and extraction (main content, metadata, comments).",12.0,22,True,,2021-06-15 16:09:48.000000,0.9.0,22.0,,51074.0,,trafilatura,72.0,72.0,https://pypi.org/project/trafilatura,2021-06-15 16:08:15.000000,0.0,51074.0,,,,3.0,,,,,,,,,,,,,,,,,,,
