,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,labels,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,conda_dependent_project_count,new_addition,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,licenses,apt_id
100,django-oauth-toolkit,jazzband/django-oauth-toolkit,,auth,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,BSD-3-Clause,2013-05-20 15:46:18.000000,2021-06-30 13:49:28.000000,2021-04-25 07:44:53.000000,618.0,161.0,465.0,2322.0,1116.0,OAuth2 goodies for the Djangonauts!.,177.0,31,True,['django'],2021-03-22 13:34:44.000000,1.5.0,34.0,,322278.0,,django-oauth-toolkit,1990.0,,https://pypi.org/project/django-oauth-toolkit,2021-03-22 13:34:44.000000,1990.0,322278.0,,,,2.0,,,,,,,,,,,,,,,,,,,
101,django-environ,joke2k/django-environ,,django-utils,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07.000000,2021-06-16 01:35:35.000000,2020-07-20 18:02:39.000000,243.0,131.0,76.0,2272.0,238.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,55.0,31,True,['django'],2018-06-25 17:00:55.000000,0.4.5,11.0,,859860.0,conda-forge/django-environ,django-environ,60654.0,53894.0,https://pypi.org/project/django-environ,2018-06-25 16:52:20.000000,6760.0,858834.0,https://anaconda.org/conda-forge/django-environ,2018-07-09 17:25:55.132000,48230.0,1.0,,,,,,,,,,,,,,,,,,,
102,django-redis,jazzband/django-redis,,django-utils,https://github.com/jazzband/django-redis,https://github.com/jazzband/django-redis,BSD-3-Clause,2012-04-17 16:29:49.000000,2021-05-31 13:17:24.000000,2021-05-30 22:43:59.000000,350.0,25.0,249.0,2083.0,938.0,Full featured redis cache backend for Django.,119.0,31,True,['django'],2021-05-30 22:45:35.000000,5.0.0,64.0,,1193741.0,,django-redis,6728.0,,https://pypi.org/project/django-redis,2021-05-30 22:45:35.000000,6728.0,1193741.0,,,,1.0,,,,,,,,,,,,,,,,,,,
103,django-model-utils,jazzband/django-model-utils,,django-utils,https://github.com/jazzband/django-model-utils,https://github.com/jazzband/django-model-utils,BSD-3-Clause,2009-11-10 06:18:00.000000,2021-04-30 16:40:39.000000,2021-04-30 16:40:39.000000,313.0,96.0,156.0,2077.0,886.0,Django model mixins and utilities.,115.0,31,True,['django'],2021-04-08 12:00:08.000000,4.1.1,37.0,,662422.0,,django-model-utils,23448.0,14242.0,https://pypi.org/project/django-model-utils,2020-12-01 23:19:20.000000,9206.0,662422.0,,,,1.0,,,,,,,,,,,,,,,,,,,
104,pyquery,gawel/pyquery,,html-processing,https://github.com/gawel/pyquery,https://github.com/gawel/pyquery,BSD-3-Clause,2012-11-28 20:27:39.000000,2021-05-08 06:13:32.000000,2021-05-08 06:13:32.000000,165.0,45.0,120.0,2013.0,444.0,A jquery-like library for python.,48.0,31,True,,2020-11-21 09:17:43.000000,1.4.3,35.0,,955763.0,conda-forge/pyquery,pyquery,17517.0,11283.0,https://pypi.org/project/pyquery,2020-11-21 09:17:43.000000,6234.0,955405.0,https://anaconda.org/conda-forge/pyquery,2020-11-27 04:30:29.453000,16122.0,3.0,,,,,,,,,,,,,,,,,,,
105,django-ckeditor,django-ckeditor/django-ckeditor,,django-utils,https://github.com/django-ckeditor/django-ckeditor,https://github.com/django-ckeditor/django-ckeditor,BSD-3-Clause,2010-03-08 19:20:59.000000,2021-05-29 07:12:20.000000,2021-05-29 07:11:07.000000,664.0,91.0,382.0,1942.0,737.0,Django admin CKEditor integration.,121.0,31,True,['django'],2021-05-29 07:11:31.000000,6.1.0,42.0,,219678.0,,django-ckeditor,18487.0,15595.0,https://pypi.org/project/django-ckeditor,2021-05-29 07:11:31.000000,2892.0,219678.0,,,,1.0,,,,,,,,,,,,,,,,,,,
106,django-storages,jschneier/django-storages,,django-utils,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09.000000,2021-06-23 19:24:21.000000,2021-06-06 18:16:34.000000,707.0,175.0,371.0,1927.0,947.0,Django-storages is a project to provide a variety of storage backends in a single library.,207.0,31,True,['django'],2020-12-24 00:37:37.000000,1.11.1,32.0,,1456792.0,conda-forge/django-storages,django-storages,9692.0,,https://pypi.org/project/django-storages,2020-12-24 00:37:37.000000,9692.0,1456227.0,https://anaconda.org/conda-forge/django-storages,2019-11-21 18:39:49.346000,26577.0,1.0,,,,,,,,,,,,,,,,,,,
107,django-autocomplete-light,yourlabs/django-autocomplete-light,,django-utils,https://github.com/yourlabs/django-autocomplete-light,https://github.com/yourlabs/django-autocomplete-light,MIT,2012-05-03 11:49:37.000000,2021-05-18 07:41:24.000000,2021-05-18 07:39:09.000000,420.0,192.0,605.0,1520.0,2297.0,"A fresh approach to autocomplete implementations, specially for Django. Status: v3 stable, 2.x.x stable, 1.x.x..",178.0,31,True,['django'],2020-10-13 14:40:21.000000,3.8.1,190.0,,151988.0,,django-autocomplete-light,4033.0,2635.0,https://pypi.org/project/django-autocomplete-light,2021-05-18 07:41:12.000000,1398.0,151988.0,,,,1.0,,,,,,,,,,,,,,,,,,,
108,django-tables2,jieter/django-tables2,,django-utils,https://github.com/jieter/django-tables2,https://github.com/jieter/django-tables2,BSD-2-Clause,2010-12-07 05:26:16.000000,2021-06-23 09:42:59.000000,2021-06-11 17:25:36.000000,377.0,46.0,469.0,1406.0,1355.0,django-tables2 - An app for creating HTML tables.,136.0,31,True,['django'],2021-05-15 07:59:30.000000,2.4.0,118.0,,138101.0,,django-tables2,5792.0,4092.0,https://pypi.org/project/django-tables2,2021-05-15 07:59:30.000000,1700.0,138101.0,,,,1.0,,,,,,,,,,,,,,,,,,,
109,django-pipeline,jazzband/django-pipeline,,django-utils,https://github.com/jazzband/django-pipeline,https://github.com/jazzband/django-pipeline,MIT,2011-06-03 19:01:34.000000,2021-05-21 19:53:54.000000,2021-03-09 13:00:29.000000,362.0,153.0,307.0,1396.0,1163.0,Pipeline is an asset packaging library for Django.,165.0,31,True,['django'],2021-01-19 20:53:17.000000,2.0.6,127.0,,76369.0,,django-pipeline,4028.0,1794.0,https://pypi.org/project/django-pipeline,2021-01-19 20:53:17.000000,2234.0,76369.0,,,,1.0,,,,,,,,,,,,,,,,,,,
110,feedparser,kurtmckee/feedparser,,web-scraping,https://github.com/kurtmckee/feedparser,https://github.com/kurtmckee/feedparser,BSD-2-Clause,2010-11-26 02:53:24.000000,2021-06-22 12:28:11.000000,2021-06-22 12:27:59.000000,264.0,67.0,126.0,1251.0,1067.0,Parse feeds in Python.,44.0,31,True,,2021-06-22 12:26:36.000000,6.0.8,21.0,,1074566.0,,feedparser,13774.0,,https://pypi.org/project/feedparser,2021-06-22 12:26:36.000000,13774.0,1074566.0,,,,1.0,,,,,,,,,,,,,,,,,,,
111,flask-jwt-extended,vimalloc/flask-jwt-extended,,auth,https://github.com/vimalloc/flask-jwt-extended,https://github.com/vimalloc/flask-jwt-extended,MIT,2016-09-13 20:57:28.000000,2021-06-22 22:41:28.000000,2021-06-22 22:41:02.000000,188.0,10.0,300.0,1168.0,584.0,An open source Flask extension that provides JWT support (with batteries included)!.,73.0,31,True,['flask'],2021-05-12 23:21:47.000000,4.2.1,77.0,,2798558.0,conda-forge/flask-jwt-extended,flask-jwt-extended,14477.0,13327.0,https://pypi.org/project/flask-jwt-extended,2021-05-12 23:21:47.000000,1150.0,2796996.0,https://anaconda.org/conda-forge/flask-jwt-extended,2021-05-13 12:35:09.691000,70334.0,2.0,,,,,,,,,,,,,,,,,,,
112,pytest-django,pytest-dev/pytest-django,,testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,BSD-3-Clause,2011-09-29 19:35:55.000000,2021-06-24 09:00:57.000000,2021-06-06 15:27:04.000000,287.0,117.0,338.0,912.0,1125.0,A Django plugin for pytest.,122.0,31,True,['django'],2021-06-06 15:35:33.000000,4.4.0,57.0,,1626855.0,,pytest-django,10934.0,,https://pypi.org/project/pytest-django,2021-06-06 15:35:33.000000,10934.0,1626855.0,,,,2.0,,,,,,,,,,,,,,,,,,,
113,python-jose,mpdavis/python-jose,,auth,https://github.com/mpdavis/python-jose,https://github.com/mpdavis/python-jose,MIT,2015-04-20 19:19:35.000000,2021-06-26 10:05:59.498000,2021-06-07 16:33:33.000000,174.0,47.0,68.0,892.0,639.0,A JOSE implementation in Python.,44.0,31,True,,2021-06-05 03:30:38.000000,3.3.0,38.0,,5682828.0,conda-forge/python-jose,python-jose,8145.0,7261.0,https://pypi.org/project/python-jose,2021-06-05 03:30:38.000000,884.0,5669266.0,https://anaconda.org/conda-forge/python-jose,2021-06-26 10:05:59.498000,474688.0,2.0,,,,,,,,,,,True,,,,,,,,
114,pycurl,pycurl/pycurl,,http-clients,https://github.com/pycurl/pycurl,https://github.com/pycurl/pycurl,MIT,2013-08-03 20:56:39.000000,2021-06-28 07:02:42.653000,2021-06-02 03:21:58.000000,207.0,12.0,279.0,772.0,3119.0,PycURL - Python interface to libcurl.,90.0,31,True,,2016-02-05 06:14:50.000000,7.43.0,19.0,,1913310.0,conda-forge/pycurl,pycurl,42441.0,34145.0,https://pypi.org/project/pycurl,2020-09-02 05:40:45.000000,8296.0,1894826.0,https://anaconda.org/conda-forge/pycurl,2021-06-28 07:02:42.653000,480588.0,2.0,,,,,,,,,,,,,,,,,,,
115,oauth2client,googleapis/oauth2client,,auth,https://github.com/googleapis/oauth2client,https://github.com/googleapis/oauth2client,Apache-2.0,2013-11-07 18:03:04.000000,2019-11-01 21:25:38.000000,2018-09-07 21:33:19.000000,414.0,2.0,303.0,772.0,1482.0,This is a Python library for accessing resources protected by OAuth 2.0.,89.0,31,False,,2018-09-07 21:38:16.000000,4.1.3,44.0,,12778037.0,conda-forge/oauth2client,oauth2client,53973.0,43465.0,https://pypi.org/project/oauth2client,2018-09-07 21:38:16.000000,10508.0,12770324.0,https://anaconda.org/conda-forge/oauth2client,2019-02-03 02:43:41.310000,462800.0,2.0,,,,,,,,,,,,,,,,,,,
116,You-Get,soimort/you-get,,web-scraping,https://github.com/soimort/you-get,https://github.com/soimort/you-get,MIT,2012-08-20 15:53:36.000000,2021-06-29 15:22:49.000000,2021-06-22 21:51:17.000000,8403.0,362.0,,40844.0,2379.0,Dumb downloader that scrapes the web.,231.0,30,True,,2021-06-01 16:37:10.000000,0.4.1527,162.0,338500.0,34104.0,,you-get,36.0,,https://pypi.org/project/you-get,2021-06-01 16:33:47.000000,36.0,30301.0,,,,1.0,,you-get,,,,,,,,,,,,,,,,,
117,swagger-ui,swagger-api/swagger-ui,,openapi-utils,https://github.com/swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui,Apache-2.0,2011-07-15 22:56:39.000000,2021-07-01 13:55:11.000000,2021-07-01 13:53:38.000000,7925.0,622.0,3924.0,20267.0,5104.0,"Swagger UI is a collection of HTML, JavaScript, and CSS assets that dynamically generate beautiful documentation from..",477.0,30,True,['openapi'],2021-06-30 20:43:25.000000,3.51.1,100.0,,,,,31602.0,31602.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
118,newspaper3k,codelucas/newspaper,,web-scraping,https://github.com/codelucas/newspaper,https://github.com/codelucas/newspaper,MIT,2013-11-25 09:50:50.000000,2021-06-28 19:58:14.000000,2020-09-02 06:54:25.000000,1837.0,446.0,250.0,11122.0,651.0,"News, full-text, and article metadata extraction in Python 3. Advanced docs:.",103.0,30,True,,2018-09-28 04:58:18.000000,0.2.8,18.0,,174114.0,conda-forge/newspaper3k,newspaper3k,3234.0,2790.0,https://pypi.org/project/newspaper3k,2018-09-28 04:58:18.000000,444.0,173132.0,https://anaconda.org/conda-forge/newspaper3k,2020-10-14 01:55:00.844000,43214.0,1.0,,,,,,,,,,,,,,,,,,,
119,tushare,waditu/tushare,,third-party-apis,https://github.com/waditu/tushare,https://github.com/waditu/tushare,BSD-3-Clause,2015-01-07 07:51:14.000000,2021-06-24 03:47:03.000000,2020-03-04 14:36:33.000000,3984.0,421.0,1038.0,10921.0,412.0,TuShare is a utility for crawling historical data of China stocks.,34.0,30,False,,2021-06-23 12:59:10.000000,1.2.63,170.0,,26847.0,,tushare,1354.0,998.0,https://pypi.org/project/tushare,2021-06-24 03:47:03.000000,356.0,26847.0,,,,2.0,,,,,,,,,,,,,,,,,,,
120,httpbin,postmanlabs/httpbin,,others,https://github.com/postmanlabs/httpbin,https://github.com/postmanlabs/httpbin,ISC,2011-05-20 21:14:01.000000,2021-06-10 06:31:23.000000,2018-11-07 20:31:50.000000,1461.0,145.0,239.0,9968.0,841.0,"HTTP Request & Response Service, written in Python + Flask.",108.0,30,False,['flask'],2018-05-08 12:00:46.000000,0.7.0,13.0,,127415.0,,httpbin,1919.0,821.0,https://pypi.org/project/httpbin,2018-05-08 12:00:46.000000,1098.0,127415.0,,,,2.0,,,,,,,,,,,,,,,,,,,
121,impacket,SecureAuthCorp/impacket,,others,https://github.com/SecureAuthCorp/impacket,https://github.com/SecureAuthCorp/impacket,Apache-2.0,2015-04-15 14:04:07.000000,2021-06-30 14:05:40.000000,2021-06-29 15:35:13.000000,2068.0,170.0,542.0,6994.0,3446.0,Impacket is a collection of Python classes for working with network protocols.,155.0,30,True,,2021-06-09 15:07:18.000000,impacket_0_9_23,12.0,57261.0,41485.0,,impacket,1328.0,970.0,https://pypi.org/project/impacket,2021-06-09 14:51:37.000000,358.0,40712.0,,,,2.0,,,,,,,,,,,,,,,,,,,
122,django-cors-headers,adamchainz/django-cors-headers,,django-utils,https://github.com/adamchainz/django-cors-headers,https://github.com/adamchainz/django-cors-headers,MIT,2013-01-19 08:39:17.000000,2021-06-22 08:23:46.000000,2021-06-22 08:23:45.000000,468.0,9.0,217.0,4202.0,,Django app for handling the server headers required for Cross-Origin Resource Sharing (CORS).,60.0,30,True,['django'],2021-01-25 14:48:41.000000,3.7.0,42.0,,1969540.0,conda-forge/django-cors-headers,django-cors-headers,85226.0,72172.0,https://pypi.org/project/django-cors-headers,2021-01-25 14:48:41.000000,13054.0,1968926.0,https://anaconda.org/conda-forge/django-cors-headers,2021-04-13 18:25:20.361000,20281.0,2.0,,,,,,,,,,,,,,,,,,,
123,graphene-django,graphql-python/graphene-django,,graphql,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25.000000,2021-06-29 02:09:38.000000,2021-06-11 20:41:02.000000,595.0,110.0,601.0,3586.0,849.0,Integrate GraphQL into your Django project.,183.0,30,True,"['django', 'graphql']",2020-12-31 06:55:57.000000,2.15.0,51.0,,273144.0,conda-forge/graphene-django,graphene-django,6620.0,5838.0,https://pypi.org/project/graphene-django,2020-12-31 06:55:57.000000,782.0,272503.0,https://anaconda.org/conda-forge/graphene-django,2021-01-09 00:24:55.718000,10912.0,1.0,,,,,,,,,,,,,,,,,,,
124,pyppeteer,miyakogi/pyppeteer,,testing,https://github.com/miyakogi/pyppeteer,https://github.com/miyakogi/pyppeteer,MIT,2017-08-28 16:39:17.000000,2021-06-26 09:09:20.247000,2020-05-08 09:48:22.000000,369.0,154.0,100.0,3450.0,746.0,Headless chrome/chromium automation library (unofficial port of puppeteer).,24.0,30,False,,2021-01-08 05:25:38.000000,0.2.5,27.0,,996202.0,conda-forge/pyppeteer,pyppeteer,5040.0,4670.0,https://pypi.org/project/pyppeteer,2021-01-08 05:25:38.000000,370.0,995309.0,https://anaconda.org/conda-forge/pyppeteer,2021-06-26 09:09:20.247000,26806.0,2.0,,,,,,,,,,,,,,,,,,,
125,spotipy,plamere/spotipy,,third-party-apis,https://github.com/plamere/spotipy,https://github.com/plamere/spotipy,MIT,2014-04-05 13:11:25.000000,2021-06-28 23:57:31.000000,2021-06-28 19:54:42.000000,682.0,26.0,388.0,3308.0,567.0,A light weight Python library for the Spotify Web API.,139.0,30,True,,2021-04-13 20:34:43.000000,2.18.0,40.0,,280751.0,,spotipy,6029.0,5105.0,https://pypi.org/project/spotipy,2021-02-28 13:53:55.000000,924.0,280751.0,,,,2.0,,,,,,,,,,,,,,,,,,,
126,python-social-auth,omab/python-social-auth,,auth,https://github.com/omab/python-social-auth,https://github.com/omab/python-social-auth,BSD-3-Clause,2012-12-12 16:08:42.000000,2019-10-03 00:57:30.000000,2017-02-04 13:10:59.000000,1140.0,18.0,642.0,2804.0,1973.0,Social auth made simple.,283.0,30,False,,2017-02-03 12:20:08.000000,0.3.6,55.0,,39303.0,,python-social-auth,9447.0,4939.0,https://pypi.org/project/python-social-auth,2017-02-03 12:20:08.000000,4508.0,39303.0,,,,2.0,,,,,,,,,,,,,,,,,,,
127,django-taggit,jazzband/django-taggit,,django-utils,https://github.com/jazzband/django-taggit,https://github.com/jazzband/django-taggit,BSD-3-Clause,2009-12-08 23:40:49.000000,2021-06-30 17:37:30.755000,2021-06-30 15:11:20.000000,564.0,68.0,297.0,2668.0,921.0,Simple tagging for django.,130.0,30,True,['django'],2021-06-30 15:17:43.000000,1.5.0,58.0,,266796.0,conda-forge/django-taggit,django-taggit,5552.0,,https://pypi.org/project/django-taggit,2021-06-30 15:17:43.000000,5552.0,265544.0,https://anaconda.org/conda-forge/django-taggit,2021-06-30 17:37:30.755000,80141.0,2.0,,,,,,,,,,,,,,,,,,,
128,factory_boy,FactoryBoy/factory_boy,,testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000000,2021-06-25 09:33:46.000000,2021-06-25 07:44:29.000000,316.0,138.0,343.0,2542.0,883.0,A test fixtures replacement for Python.,116.0,30,True,['django'],2018-05-05 15:05:40.000000,2.11.1,36.0,,1692253.0,,factory_boy,4256.0,,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000000,4256.0,1692253.0,,,,2.0,,,,,,,,,,,,,,,,,,,
129,django-mptt,django-mptt/django-mptt,,django-utils,https://github.com/django-mptt/django-mptt,https://github.com/django-mptt/django-mptt,MIT,2010-08-31 19:12:55.000000,2021-06-16 06:44:14.000000,2021-06-09 21:20:05.000000,422.0,118.0,397.0,2536.0,1145.0,Utilities for implementing a modified pre-order traversal tree in django.,145.0,30,True,['django'],2020-01-18 16:10:10.000000,0.11.0,33.0,,320562.0,,django-mptt,15939.0,9591.0,https://pypi.org/project/django-mptt,2020-01-18 16:10:10.000000,6348.0,320562.0,,,,2.0,,,,,,,,,,,,,,,,,,,
130,py-googletrans,ssut/py-googletrans,,third-party-apis,https://github.com/ssut/py-googletrans,https://github.com/ssut/py-googletrans,MIT,2015-06-05 08:35:11.000000,2021-05-18 17:19:39.000000,2021-03-10 14:43:53.000000,453.0,21.0,201.0,2512.0,116.0,(unofficial) Googletrans: Free and Unlimited Google translate API for Python. Translates totally free of charge.,25.0,30,True,,2020-06-14 07:43:55.000000,3.0.0,12.0,,893673.0,,googletrans,17611.0,16725.0,https://pypi.org/project/googletrans,2020-12-09 14:10:21.000000,886.0,893673.0,,,,2.0,,,,,,,,,,,,,,,,,,,
131,Wikipedia,goldsmith/Wikipedia,,third-party-apis,https://github.com/goldsmith/Wikipedia,https://github.com/goldsmith/Wikipedia,MIT,2013-08-20 06:39:09.000000,2021-05-18 08:10:10.000000,2020-10-09 23:49:59.000000,441.0,161.0,65.0,2275.0,186.0,A Pythonic wrapper for the Wikipedia API.,23.0,30,True,,2014-11-15 15:59:49.000000,1.4.0,20.0,,348456.0,conda-forge/wikipedia,wikipedia,21016.0,19088.0,https://pypi.org/project/wikipedia,2014-11-15 15:59:49.000000,1928.0,347619.0,https://anaconda.org/conda-forge/wikipedia,2019-06-18 08:30:55.880000,44375.0,2.0,,,,,,,,,,,,,,,,,,,
132,django-webpack-loader,owais/django-webpack-loader,,django-utils,https://github.com/django-webpack/django-webpack-loader,https://github.com/django-webpack/django-webpack-loader,MIT,2015-05-16 16:33:58.000000,2021-06-22 13:21:26.000000,2021-06-22 13:21:23.000000,307.0,30.0,125.0,2273.0,184.0,Transparently use webpack with django.,44.0,30,True,['django'],2021-06-18 22:15:46.000000,1.1.0,36.0,,298676.0,,django-webpack-loader,8573.0,6671.0,https://pypi.org/project/django-webpack-loader,2021-06-18 22:15:46.000000,1902.0,298676.0,,,,2.0,,,,,,,,,,,,django-webpack/django-webpack-loader,,,,,,,
133,vcrpy,kevin1024/vcrpy,,testing,https://github.com/kevin1024/vcrpy,https://github.com/kevin1024/vcrpy,MIT,2012-05-29 04:52:00.000000,2021-06-08 19:13:38.000000,2020-10-09 20:38:37.000000,272.0,82.0,248.0,2024.0,1006.0,Automatically mock your HTTP interactions to simplify and speed up testing.,109.0,30,True,,2020-10-09 20:43:45.000000,4.1.1,63.0,,1292175.0,,vcrpy,4744.0,3024.0,https://pypi.org/project/vcrpy,2020-10-09 20:43:45.000000,1720.0,1292175.0,,,,2.0,,,,,,,,,,,,,,,,,,,
134,HTTPretty,gabrielfalcao/HTTPretty,,testing,https://github.com/gabrielfalcao/HTTPretty,https://github.com/gabrielfalcao/HTTPretty,MIT,2011-01-28 14:59:02.000000,2021-06-28 15:38:07.000000,2021-05-24 21:07:52.000000,250.0,88.0,138.0,1891.0,676.0,HTTP client mocking tool for Python - inspired by Fakeweb for Ruby.,102.0,30,True,,2021-05-24 21:08:04.000000,1.1.3,58.0,,434234.0,conda-forge/httpretty,httpretty,10026.0,4746.0,https://pypi.org/project/httpretty,2021-05-24 21:08:04.000000,5280.0,432559.0,https://anaconda.org/conda-forge/httpretty,2021-05-24 23:46:53.628000,107262.0,2.0,,,,,,,,,,,,,,,,,,,
135,Flask-Migrate,miguelgrinberg/Flask-Migrate,,flask-utils,https://github.com/miguelgrinberg/Flask-Migrate,https://github.com/miguelgrinberg/Flask-Migrate,MIT,2013-09-08 19:24:57.000000,2021-06-07 13:11:06.000000,2021-06-07 13:10:56.000000,189.0,6.0,340.0,1885.0,,SQLAlchemy database migrations for Flask applications using Alembic.,44.0,30,True,['flask'],2021-05-30 23:09:40.000000,3.0.1,38.0,,1161849.0,conda-forge/flask-migrate,flask-migrate,18726.0,,https://pypi.org/project/flask-migrate,2021-05-30 23:09:40.000000,18726.0,1159409.0,https://anaconda.org/conda-forge/flask-migrate,2021-05-31 02:43:32.398000,139111.0,1.0,,,,,,,,,,,,,,,,,,,
136,whitenoise,evansd/whitenoise,,servers,https://github.com/evansd/whitenoise,https://github.com/evansd/whitenoise,MIT,2013-08-08 11:02:06.000000,2021-03-19 22:11:41.000000,2021-03-06 16:02:15.000000,102.0,27.0,177.0,1789.0,517.0,Radically simplified static file serving for Python web apps.,46.0,30,True,,2020-08-04 09:33:41.000000,5.2.0,44.0,,1171697.0,conda-forge/whitenoise,whitenoise,189445.0,163173.0,https://pypi.org/project/whitenoise,2020-08-04 09:33:41.000000,26272.0,1170649.0,https://anaconda.org/conda-forge/whitenoise,2020-10-13 13:46:24.606000,49270.0,2.0,,,,,,,,,,,,,,,,,,,
137,python-zeep,mvantellingen/python-zeep,,http-clients,https://github.com/mvantellingen/python-zeep,https://github.com/mvantellingen/python-zeep,MIT,2016-02-14 10:31:07.000000,2021-06-30 18:08:38.000000,2021-04-11 10:22:12.000000,498.0,341.0,636.0,1590.0,1408.0,A modern/fast python SOAP client based on lxml / requests.,119.0,30,True,,2020-10-12 07:38:33.000000,4.0.0,61.0,,2666608.0,,zeep,3783.0,3129.0,https://pypi.org/project/zeep,2020-10-12 07:38:33.000000,654.0,2666608.0,,,,2.0,,,,,,,,,,,,,,,,,,,
138,twilio,twilio/twilio-python,,third-party-apis,https://github.com/twilio/twilio-python,https://github.com/twilio/twilio-python,MIT,2009-09-15 05:33:57.000000,2021-07-01 00:09:42.765000,2021-06-30 19:56:49.000000,579.0,7.0,241.0,1488.0,,A Python module for communicating with the Twilio API and generating TwiML.,120.0,30,True,,2021-06-30 20:01:45.000000,6.61.0,240.0,,1611970.0,conda-forge/twilio,twilio,23969.0,17235.0,https://pypi.org/project/twilio,2021-06-30 20:01:45.000000,6734.0,1609471.0,https://anaconda.org/conda-forge/twilio,2021-07-01 00:09:42.765000,52485.0,2.0,,,,,,,,,,,,,,,,,,,
139,tldextract,john-kurkowski/tldextract,,url-utils,https://github.com/john-kurkowski/tldextract,https://github.com/john-kurkowski/tldextract,BSD-3-Clause,2011-02-26 06:48:00.000000,2021-05-30 21:10:25.291000,2020-11-22 20:38:27.000000,175.0,18.0,128.0,1345.0,368.0,"Accurately separate the TLD from the registered domain and subdomains of a URL, using the Public Suffix List.",38.0,30,True,,2020-11-22 20:39:37.000000,3.1.0,42.0,,2775380.0,conda-forge/tldextract,tldextract,8291.0,6539.0,https://pypi.org/project/tldextract,2020-11-22 20:39:37.000000,1752.0,2773971.0,https://anaconda.org/conda-forge/tldextract,2021-05-30 21:10:25.291000,83173.0,1.0,,,,,,,,,,,,,,,,,,,
140,PySocks,Anorov/PySocks,,others,https://github.com/Anorov/PySocks,https://github.com/Anorov/PySocks,BSD-3-Clause,2012-02-21 09:10:49.000000,2021-06-29 14:25:15.303000,2019-09-20 02:47:40.000000,244.0,36.0,61.0,1025.0,230.0,A SOCKS proxy client and wrapper for Python.,32.0,30,False,,2019-09-20 02:06:20.000000,1.7.1,19.0,,1953079.0,conda-forge/pysocks,pysocks,61692.0,55428.0,https://pypi.org/project/pysocks,2019-09-20 02:06:20.000000,6264.0,1758085.0,https://anaconda.org/conda-forge/pysocks,2021-06-29 14:25:15.303000,11504676.0,2.0,,,,,,,,,,,,,,,,,,,
141,webassets,miracle2k/webassets,,others,https://github.com/miracle2k/webassets,https://github.com/miracle2k/webassets,BSD-3-Clause,2009-12-08 05:40:34.000000,2021-05-01 12:23:05.000000,2021-05-01 12:22:50.000000,256.0,66.0,232.0,898.0,1418.0,Asset management for Python web development.,157.0,30,True,,2017-01-08 13:48:21.000000,0.12.1,14.0,,145347.0,conda-forge/webassets,webassets,8333.0,5015.0,https://pypi.org/project/webassets,2019-12-20 17:37:28.000000,3318.0,144731.0,https://anaconda.org/conda-forge/webassets,2019-12-24 13:40:58.186000,35759.0,2.0,,,,,,,,,,,,,,,,,,,
142,requests-toolbelt,requests/toolbelt,,http-clients,https://github.com/requests/toolbelt,https://github.com/requests/toolbelt,Apache-2.0,2013-12-29 21:19:08.000000,2021-05-10 00:13:08.000000,2021-05-10 00:13:08.000000,136.0,56.0,94.0,776.0,551.0,A toolbelt of useful classes and functions to be used with python-requests.,59.0,30,True,,2019-01-30 01:29:52.000000,0.9.1,17.0,,16358267.0,conda-forge/requests-toolbelt,requests-toolbelt,37186.0,29000.0,https://pypi.org/project/requests-toolbelt,2019-01-30 01:29:52.000000,8186.0,16350566.0,https://anaconda.org/conda-forge/requests-toolbelt,2019-01-30 10:52:02.782000,492878.0,2.0,,,,,,,,,,,,,,,,,,,
